,0,1
3226,27054,Jump Shot
3227,25229,Jump Shot
3228,21717,Driving Layup Shot
3229,25887,Layup Shot
3230,3442,Jump Shot
3231,18612,Jump Shot
3232,28961,Jump Shot
3233,5450,Jump Shot
3234,11962,Jump Shot
3235,13203,Jump Shot
3236,1415,Jump Shot
3237,14810,Jump Shot
3238,18806,Driving Layup Shot
3239,22856,Jump Shot
3240,23357,Jump Shot
3241,9398,Driving Layup Shot
3242,4739,Driving Layup Shot
3243,30229,Jump Shot
3244,13816,Jump Shot
3245,8901,Jump Shot
3246,145,Jump Shot
3247,2005,Jump Shot
3248,24117,Jump Shot
3249,1051,Layup Shot
3250,30662,Jump Shot
3251,17387,Jump Shot
3252,21035,Jump Shot
3253,10649,Jump Shot
3254,30377,Jump Shot
3255,1513,Jump Shot
3256,14790,Jump Shot
3257,17402,Jump Shot
3258,1046,Jump Shot
3259,14978,Jump Shot
3260,10770,Jump Shot
3261,22871,Jump Shot
3262,22630,Jump Shot
3263,18569,Jump Shot
3264,21242,Jump Shot
3265,3065,Driving Layup Shot
3266,28354,Jump Shot
3267,24257,Jump Shot
3268,14704,Driving Layup Shot
3269,25041,Jump Shot
3270,22732,Jump Shot
3271,1819,Jump Shot
3272,26223,Jump Shot
3273,26262,Jump Shot
3274,22349,Jump Shot
3275,21064,Jump Shot
3276,7582,Jump Shot
3277,14735,Jump Shot
3278,20803,Jump Shot
3279,21670,Driving Layup Shot
3280,10063,Jump Shot
3281,25217,Jump Shot
3282,13723,Jump Shot
3283,18792,Jump Shot
3284,6530,Jump Shot
3285,19843,Jump Shot
3286,7714,Jump Shot
3287,27941,Jump Shot
3288,25748,Jump Shot
3289,8280,Jump Shot
3290,18777,Jump Shot
3291,29005,Layup Shot
3292,16425,Layup Shot
3293,20088,Jump Shot
3294,15436,Layup Shot
3295,6603,Jump Shot
3296,8571,Jump Shot
3297,2276,Jump Shot
3298,25255,Jump Shot
3299,3511,Jump Shot
3300,12500,Layup Shot
3301,2905,Jump Shot
3302,18073,Jump Shot
3303,14049,Jump Shot
3304,9832,Jump Shot
3305,30342,Jump Shot
3306,8590,Jump Shot
3307,29589,Jump Shot
3308,1396,Jump Shot
3309,20033,Layup Shot
3310,14808,Driving Layup Shot
3311,5501,Jump Shot
3312,23217,Driving Layup Shot
3313,6380,Jump Shot
3314,8088,Driving Layup Shot
3315,10031,Jump Shot
3316,30288,Jump Shot
3317,13095,Jump Shot
3318,15482,Jump Shot
3319,11190,Jump Shot
3320,16993,Jump Shot
3321,17653,Jump Shot
3322,16450,Layup Shot
3323,8933,Jump Shot
3324,23216,Jump Shot
3325,21686,Jump Shot
3326,27996,Jump Shot
3327,29064,Jump Shot
3328,2636,Jump Shot
3329,23895,Jump Shot
3330,17692,Jump Shot
3331,23840,Driving Layup Shot
3332,17214,Jump Shot
3333,6150,Jump Shot
3334,8651,Layup Shot
3335,11072,Jump Shot
3336,28013,Driving Layup Shot
3337,7761,Layup Shot
3338,17390,Layup Shot
3339,8881,Jump Shot
3340,21322,Jump Shot
3341,12321,Jump Shot
3342,6207,Layup Shot
3343,19826,Jump Shot
3344,18956,Jump Shot
3345,13856,Layup Shot
3346,28986,Jump Shot
3347,13206,Jump Shot
3348,18182,Jump Shot
3349,13475,Driving Layup Shot
3350,5344,Jump Shot
3351,26869,Jump Shot
3352,14442,Driving Layup Shot
3353,22848,Jump Shot
3354,12239,Jump Shot
3355,5069,Jump Shot
3356,24961,Jump Shot
3357,17682,Layup Shot
3358,26282,Jump Shot
3359,9732,Jump Shot
3360,19918,Driving Layup Shot
3361,25168,Jump Shot
3362,10866,Jump Shot
3363,20074,Jump Shot
3364,1772,Driving Layup Shot
3365,8930,Driving Layup Shot
3366,20949,Jump Shot
3367,28776,Jump Shot
3368,13730,Jump Shot
3369,27480,Jump Shot
3370,16059,Jump Shot
3371,2137,Jump Shot
3372,19563,Jump Shot
3373,14645,Layup Shot
3374,10055,Jump Shot
3375,18495,Jump Shot
3376,9799,Jump Shot
3377,23465,Jump Shot
3378,8448,Jump Shot
3379,29036,Jump Shot
3380,5955,Jump Shot
3381,26864,Jump Shot
3382,3489,Jump Shot
3383,21251,Jump Shot
3384,3048,Jump Shot
3385,24225,Jump Shot
3386,6053,Jump Shot
3387,3661,Driving Layup Shot
3388,18488,Layup Shot
3389,17247,Jump Shot
3390,3116,Jump Shot
3391,10905,Jump Shot
3392,7396,Jump Shot
3393,5197,Jump Shot
3394,8722,Jump Shot
3395,10317,Driving Layup Shot
3396,24229,Jump Shot
3397,8296,Layup Shot
3398,262,Driving Layup Shot
3399,27130,Jump Shot
3400,12793,Layup Shot
3401,26858,Jump Shot
3402,12555,Jump Shot
3403,11849,Jump Shot
3404,26098,Jump Shot
3405,9113,Driving Layup Shot
3406,16812,Jump Shot
3407,8038,Driving Layup Shot
3408,13777,Jump Shot
3409,11645,Jump Shot
3410,3243,Jump Shot
3411,8268,Jump Shot
3412,9827,Layup Shot
3413,18812,Jump Shot
3414,19083,Jump Shot
3415,25034,Driving Layup Shot
3416,7795,Jump Shot
3417,8825,Driving Layup Shot
3418,27022,Driving Layup Shot
3419,19980,Jump Shot
3420,25823,Driving Layup Shot
3421,4420,Jump Shot
3422,11659,Jump Shot
3423,23220,Jump Shot
3424,19235,Jump Shot
3425,657,Layup Shot
3426,26478,Jump Shot
3427,901,Jump Shot
3428,28960,Jump Shot
3429,10959,Jump Shot
3430,29457,Driving Layup Shot
3431,6848,Jump Shot
3432,11307,Jump Shot
3433,7725,Jump Shot
3434,22587,Jump Shot
3435,84,Driving Layup Shot
3436,3781,Layup Shot
3437,11741,Driving Layup Shot
3438,14673,Layup Shot
3439,20131,Jump Shot
3440,26088,Driving Layup Shot
3441,29890,Jump Shot
3442,5860,Driving Layup Shot
3443,18843,Jump Shot
3444,16848,Jump Shot
3445,15594,Jump Shot
3446,5554,Jump Shot
3447,26321,Driving Layup Shot
3448,1445,Jump Shot
3449,14836,Jump Shot
3450,11888,Jump Shot
3451,14187,Driving Layup Shot
3452,2902,Driving Layup Shot
3453,11579,Layup Shot
3454,4406,Jump Shot
3455,25193,Jump Shot
3456,5395,Jump Shot
3457,8673,Jump Shot
3458,3602,Jump Shot
3459,19632,Jump Shot
3460,7342,Jump Shot
3461,26865,Jump Shot
3462,21484,Layup Shot
3463,5514,Jump Shot
3464,23373,Jump Shot
3465,30111,Driving Layup Shot
3466,3129,Driving Layup Shot
3467,4975,Layup Shot
3468,8981,Layup Shot
3469,5930,Jump Shot
3470,26783,Jump Shot
3471,28732,Jump Shot
3472,28786,Jump Shot
3473,26549,Layup Shot
3474,2335,Layup Shot
3475,29431,Jump Shot
3476,1490,Layup Shot
3477,15414,Jump Shot
3478,17512,Jump Shot
3479,16201,Jump Shot
3480,23112,Driving Layup Shot
3481,7516,Jump Shot
3482,24144,Jump Shot
3483,18335,Jump Shot
3484,29526,Jump Shot
3485,22049,Driving Layup Shot
3486,1367,Driving Layup Shot
3487,27727,Jump Shot
3488,7338,Jump Shot
3489,2959,Jump Shot
3490,26809,Jump Shot
3491,8833,Layup Shot
3492,25307,Layup Shot
3493,12811,Jump Shot
3494,6503,Jump Shot
3495,20264,Jump Shot
3496,12144,Jump Shot
3497,16279,Jump Shot
3498,14882,Layup Shot
3499,29595,Driving Layup Shot
3500,21675,Driving Layup Shot
3501,2465,Layup Shot
3502,13481,Jump Shot
3503,13366,Jump Shot
3504,27711,Jump Shot
3505,30693,Jump Shot
3506,23976,Jump Shot
3507,19820,Jump Shot
3508,16309,Jump Shot
3509,812,Jump Shot
3510,29440,Layup Shot
3511,29602,Jump Shot
3512,7883,Layup Shot
3513,16762,Driving Layup Shot
3514,14706,Jump Shot
3515,30163,Jump Shot
3516,28710,Jump Shot
3517,368,Jump Shot
3518,21085,Jump Shot
3519,24515,Jump Shot
3520,17285,Jump Shot
3521,28028,Jump Shot
3522,20611,Jump Shot
3523,15693,Jump Shot
3524,12333,Jump Shot
3525,128,Jump Shot
3526,24478,Jump Shot
3527,20792,Jump Shot
3528,12794,Jump Shot
3529,874,Jump Shot
3530,6647,Jump Shot
3531,13011,Jump Shot
3532,13627,Jump Shot
3533,12407,Jump Shot
3534,8461,Jump Shot
3535,457,Jump Shot
3536,22480,Jump Shot
3537,5202,Driving Layup Shot
3538,10520,Jump Shot
3539,27864,Driving Layup Shot
3540,13726,Jump Shot
3541,13107,Jump Shot
3542,13428,Driving Layup Shot
3543,1806,Jump Shot
3544,26904,Layup Shot
3545,15309,Jump Shot
3546,2406,Driving Layup Shot
3547,13487,Jump Shot
3548,7938,Jump Shot
3549,20423,Jump Shot
3550,14481,Jump Shot
3551,26831,Jump Shot
3552,5389,Jump Shot
3553,14546,Jump Shot
3554,6837,Jump Shot
3555,3231,Jump Shot
3556,9977,Jump Shot
3557,3163,Layup Shot
3558,16218,Jump Shot
3559,3499,Running Jump Shot
3560,11030,Jump Shot
3561,10399,Jump Shot
3562,14050,Jump Shot
3563,24891,Layup Shot
3564,6113,Jump Shot
3565,3950,Jump Shot
3566,17868,Jump Shot
3567,14459,Driving Layup Shot
3568,20300,Driving Layup Shot
3569,30196,Jump Shot
3570,13553,Jump Shot
3571,9580,Jump Shot
3572,29994,Jump Shot
3573,12493,Jump Shot
3574,29311,Jump Shot
3575,3388,Jump Shot
3576,11288,Jump Shot
3577,29044,Layup Shot
3578,30093,Jump Shot
3579,5129,Driving Layup Shot
3580,18328,Jump Shot
3581,14281,Jump Shot
3582,21395,Jump Shot
3583,4166,Jump Shot
3584,29219,Jump Shot
3585,11833,Jump Shot
3586,11379,Layup Shot
3587,5285,Jump Shot
3588,30470,Jump Shot
3589,30439,Jump Shot
3590,18921,Jump Shot
3591,8501,Jump Shot
3592,537,Jump Shot
3593,16861,Driving Layup Shot
3594,14907,Jump Shot
3595,13572,Jump Shot
3596,28889,Jump Shot
3597,26781,Jump Shot
3598,17202,Layup Shot
3599,21111,Jump Shot
3600,27842,Jump Shot
3601,1198,Jump Shot
3602,22161,Jump Shot
3603,13665,Jump Shot
3604,22820,Jump Shot
3605,23643,Layup Shot
3606,10828,Jump Shot
3607,15400,Jump Shot
3608,3965,Jump Shot
3609,12531,Jump Shot
3610,18423,Jump Shot
3611,18196,Jump Shot
3612,986,Jump Shot
3613,23891,Driving Layup Shot
3614,25108,Jump Shot
3615,14005,Jump Shot
3616,22350,Driving Layup Shot
3617,5200,Jump Shot
3618,11593,Jump Shot
3619,25697,Jump Shot
3620,4520,Layup Shot
3621,2567,Jump Shot
3622,28273,Jump Shot
3623,13603,Jump Shot
3624,6871,Jump Shot
3625,5387,Jump Shot
3626,10856,Jump Shot
3627,26639,Layup Shot
3628,10099,Jump Shot
3629,3699,Jump Shot
3630,7162,Jump Shot
3631,6747,Jump Shot
3632,28598,Jump Shot
3633,2852,Jump Shot
3634,10564,Jump Shot
3635,25729,Jump Shot
3636,3051,Jump Shot
3637,10631,Jump Shot
3638,23837,Driving Layup Shot
3639,19757,Layup Shot
3640,12827,Jump Shot
3641,6978,Layup Shot
3642,17666,Jump Shot
3643,15000,Jump Shot
3644,28079,Jump Shot
3645,4846,Jump Shot
3646,27124,Jump Shot
3647,3484,Jump Shot
3648,4182,Driving Layup Shot
3649,13414,Jump Shot
3650,9513,Layup Shot
3651,15092,Jump Shot
3652,4144,Jump Shot
3653,6367,Jump Shot
3654,16369,Jump Shot
3655,20396,Jump Shot
3656,1277,Layup Shot
3657,24745,Jump Shot
3658,30051,Jump Shot
3659,2642,Jump Shot
3660,25911,Jump Shot
3661,27253,Jump Shot
3662,8835,Jump Shot
3663,22096,Driving Layup Shot
3664,21740,Jump Shot
3665,25261,Jump Shot
3666,30387,Jump Shot
3667,7553,Jump Shot
3668,15651,Jump Shot
3669,15478,Jump Shot
3670,13196,Driving Layup Shot
3671,972,Layup Shot
3672,1454,Jump Shot
3673,881,Jump Shot
3674,25359,Jump Shot
3675,13038,Jump Shot
3676,6356,Layup Shot
3677,8611,Jump Shot
3678,2464,Jump Shot
3679,17711,Driving Layup Shot
3680,3475,Jump Shot
3681,13357,Jump Shot
3682,18913,Jump Shot
3683,23362,Driving Layup Shot
3684,16052,Jump Shot
3685,9203,Driving Layup Shot
3686,27456,Jump Shot
3687,19040,Jump Shot
3688,10665,Driving Layup Shot
3689,10439,Jump Shot
3690,10125,Jump Shot
3691,22930,Jump Shot
3692,29196,Jump Shot
3693,26939,Jump Shot
3694,5097,Jump Shot
3695,10931,Jump Shot
3696,24870,Jump Shot
3697,29047,Jump Shot
3698,6903,Jump Shot
3699,17763,Jump Shot
3700,15892,Jump Shot
3701,17312,Jump Shot
3702,9521,Jump Shot
3703,11683,Jump Shot
3704,10389,Jump Shot
3705,26542,Jump Shot
3706,13552,Jump Shot
3707,28269,Jump Shot
3708,18400,Jump Shot
3709,20114,Jump Shot
3710,16971,Jump Shot
3711,12954,Jump Shot
3712,28251,Jump Shot
3713,1742,Jump Shot
3714,8630,Layup Shot
3715,30157,Jump Shot
3716,17287,Layup Shot
3717,16805,Layup Shot
3718,8179,Jump Shot
3719,6866,Jump Shot
3720,14927,Layup Shot
3721,25090,Jump Shot
3722,9474,Jump Shot
3723,2584,Driving Layup Shot
3724,17468,Jump Shot
3725,8256,Jump Shot
3726,8858,Jump Shot
3727,16056,Driving Layup Shot
3728,25855,Jump Shot
3729,27080,Jump Shot
3730,17256,Jump Shot
3731,28012,Jump Shot
3732,20953,Jump Shot
3733,22292,Jump Shot
3734,1724,Jump Shot
3735,2085,Jump Shot
3736,347,Jump Shot
3737,10393,Jump Shot
3738,18963,Jump Shot
3739,3399,Jump Shot
3740,7452,Jump Shot
3741,14854,Jump Shot
3742,9254,Layup Shot
3743,8055,Jump Shot
3744,28074,Layup Shot
3745,28546,Layup Shot
3746,28984,Jump Shot
3747,28764,Driving Layup Shot
3748,17103,Jump Shot
3749,9348,Jump Shot
3750,27489,Jump Shot
3751,12182,Jump Shot
3752,16011,Jump Shot
3753,25786,Jump Shot
3754,5355,Jump Shot
3755,12537,Layup Shot
3756,9041,Jump Shot
3757,6333,Jump Shot
3758,25194,Jump Shot
3759,1716,Driving Layup Shot
3760,11934,Jump Shot
3761,11045,Jump Shot
3762,24779,Jump Shot
3763,18011,Jump Shot
3764,28815,Jump Shot
3765,2725,Jump Shot
3766,4752,Jump Shot
3767,22345,Jump Shot
3768,21874,Driving Layup Shot
3769,8558,Jump Shot
3770,10576,Driving Layup Shot
3771,24764,Jump Shot
3772,7103,Jump Shot
3773,29623,Jump Shot
3774,12830,Driving Layup Shot
3775,15267,Jump Shot
3776,15648,Driving Layup Shot
3777,16639,Jump Shot
3778,15396,Jump Shot
3779,15057,Jump Shot
3780,5655,Driving Layup Shot
3781,13226,Jump Shot
3782,6342,Layup Shot
3783,4392,Jump Shot
3784,6940,Layup Shot
3785,4247,Jump Shot
3786,2172,Jump Shot
3787,25726,Jump Shot
3788,29769,Layup Shot
3789,24354,Jump Shot
3790,17519,Jump Shot
3791,30599,Jump Shot
3792,30103,Driving Layup Shot
3793,1995,Jump Shot
3794,22784,Jump Shot
3795,23195,Jump Shot
3796,10625,Jump Shot
3797,486,Jump Shot
3798,30236,Jump Shot
3799,21083,Layup Shot
3800,10484,Jump Shot
3801,18908,Layup Shot
3802,11439,Jump Shot
3803,21983,Jump Shot
3804,15228,Jump Shot
3805,23355,Jump Shot
3806,26822,Driving Layup Shot
3807,13458,Jump Shot
3808,14844,Jump Shot
3809,17283,Jump Shot
3810,7489,Jump Shot
3811,23257,Layup Shot
3812,4933,Jump Shot
3813,30126,Jump Shot
3814,30674,Jump Shot
3815,10541,Jump Shot
3816,12557,Jump Shot
3817,8041,Jump Shot
3818,18120,Jump Shot
3819,23219,Jump Shot
3820,5981,Jump Shot
3821,9470,Layup Shot
3822,3835,Jump Shot
3823,22632,Jump Shot
3824,15756,Layup Shot
3825,16070,Layup Shot
3826,14266,Jump Shot
3827,26976,Jump Shot
3828,24878,Jump Shot
3829,8100,Layup Shot
3830,23415,Jump Shot
3831,13149,Jump Shot
3832,10671,Jump Shot
3833,12919,Jump Shot
3834,14858,Jump Shot
3835,2639,Jump Shot
3836,29135,Layup Shot
3837,8305,Driving Layup Shot
3838,2650,Slam Dunk Shot
3839,23027,Jump Shot
3840,23147,Jump Shot
3841,19305,Jump Shot
3842,8891,Jump Shot
3843,2580,Jump Shot
3844,23036,Jump Shot
3845,23302,Jump Shot
3846,5721,Jump Shot
3847,11022,Jump Shot
3848,13759,Jump Shot
3849,23997,Jump Shot
3850,12057,Jump Shot
3851,15511,Jump Shot
3852,16918,Jump Shot
3853,15135,Driving Layup Shot
3854,17647,Layup Shot
3855,2806,Layup Shot
3856,24858,Jump Shot
3857,17278,Jump Shot
3858,22122,Jump Shot
3859,292,Jump Shot
3860,17076,Jump Shot
3861,20635,Jump Shot
3862,27213,Jump Shot
3863,26557,Jump Shot
3864,8133,Layup Shot
3865,28812,Jump Shot
3866,17399,Jump Shot
3867,11013,Jump Shot
3868,16226,Jump Shot
3869,29601,Jump Shot
3870,12236,Jump Shot
3871,14235,Jump Shot
3872,13910,Jump Shot
3873,9316,Jump Shot
3874,3635,Driving Layup Shot
3875,14201,Jump Shot
3876,30368,Jump Shot
3877,1554,Jump Shot
3878,2950,Layup Shot
3879,1766,Jump Shot
3880,12482,Jump Shot
3881,16729,Jump Shot
3882,11074,Jump Shot
3883,11681,Jump Shot
3884,4973,Jump Shot
3885,18599,Fadeaway Jump Shot
3886,12362,Driving Layup Shot
3887,19295,Driving Layup Shot
3888,15839,Jump Shot
3889,23391,Jump Shot
3890,19837,Jump Shot
3891,3741,Jump Shot
3892,24495,Jump Shot
3893,4171,Jump Shot
3894,20632,Layup Shot
3895,29377,Layup Shot
3896,22132,Driving Layup Shot
3897,11444,Layup Shot
3898,20089,Jump Shot
3899,13207,Jump Shot
3900,22031,Layup Shot
3901,13431,Jump Shot
3902,6888,Layup Shot
3903,17927,Jump Shot
3904,15531,Jump Shot
3905,8165,Layup Shot
3906,14000,Jump Shot
3907,15110,Jump Shot
3908,14492,Layup Shot
3909,22287,Jump Shot
3910,16858,Jump Shot
3911,8993,Jump Shot
3912,3923,Jump Shot
3913,4126,Jump Shot
3914,3335,Driving Layup Shot
3915,6509,Driving Layup Shot
3916,14768,Jump Shot
3917,28124,Layup Shot
3918,7629,Jump Shot
3919,23023,Jump Shot
3920,14182,Jump Shot
3921,742,Jump Shot
3922,2798,Running Jump Shot
3923,14001,Layup Shot
3924,10907,Jump Shot
3925,2550,Layup Shot
3926,8154,Jump Shot
3927,29535,Jump Shot
3928,2727,Driving Layup Shot
3929,21404,Jump Shot
3930,28370,Jump Shot
3931,23957,Jump Shot
3932,17091,Layup Shot
3933,30035,Jump Shot
3934,18653,Jump Shot
3935,21605,Driving Layup Shot
3936,30517,Jump Shot
3937,14518,Jump Shot
3938,6528,Driving Layup Shot
3939,2497,Jump Shot
3940,6217,Jump Shot
3941,20290,Jump Shot
3942,13762,Jump Shot
3943,18832,Jump Shot
3944,19538,Jump Shot
3945,9359,Jump Shot
3946,25160,Jump Shot
3947,26741,Jump Shot
3948,10854,Jump Shot
3949,5342,Layup Shot
3950,22178,Jump Shot
3951,3107,Jump Shot
3952,25692,Layup Shot
3953,11177,Jump Shot
3954,7113,Driving Layup Shot
3955,1828,Driving Layup Shot
3956,11041,Jump Shot
3957,641,Jump Shot
3958,28569,Jump Shot
3959,24022,Jump Shot
3960,14265,Jump Shot
3961,22271,Jump Shot
3962,24903,Jump Shot
3963,30354,Jump Shot
3964,26480,Jump Shot
3965,20733,Driving Layup Shot
3966,17079,Driving Layup Shot
3967,954,Jump Shot
3968,8300,Driving Layup Shot
3969,7925,Layup Shot
3970,28423,Jump Shot
3971,2030,Jump Shot
3972,15181,Driving Layup Shot
3973,11308,Jump Shot
3974,17438,Jump Shot
3975,20827,Jump Shot
3976,3050,Jump Shot
3977,17835,Jump Shot
3978,4422,Jump Shot
3979,5305,Jump Shot
3980,12079,Jump Shot
3981,9689,Jump Shot
3982,9510,Jump Shot
3983,2311,Jump Shot
3984,10126,Jump Shot
3985,6836,Jump Shot
3986,29815,Jump Shot
3987,27823,Jump Shot
3988,19762,Jump Shot
3989,14345,Jump Shot
3990,27606,Jump Shot
3991,12218,Layup Shot
3992,3567,Jump Shot
3993,5099,Jump Shot
3994,22666,Jump Shot
3995,1203,Jump Shot
3996,8903,Jump Shot
3997,17760,Jump Shot
3998,481,Jump Shot
3999,17470,Jump Shot
4000,3746,Driving Layup Shot
4001,14971,Jump Shot
4002,30432,Jump Shot
4003,23264,Jump Shot
4004,15068,Layup Shot
4005,15453,Jump Shot
4006,9267,Jump Shot
4007,1323,Jump Shot
4008,10544,Jump Shot
4009,27997,Jump Shot
4010,26381,Jump Shot
4011,19269,Jump Shot
4012,23801,Jump Shot
4013,20123,Jump Shot
4014,7892,Jump Shot
4015,14544,Jump Shot
4016,8688,Jump Shot
4017,23161,Layup Shot
4018,7614,Layup Shot
4019,12990,Jump Shot
4020,3212,Jump Shot
4021,11366,Jump Shot
4022,21757,Jump Shot
4023,3309,Jump Shot
4024,13025,Driving Layup Shot
4025,28870,Layup Shot
4026,10262,Jump Shot
4027,7048,Jump Shot
4028,8893,Layup Shot
4029,10204,Jump Shot
4030,30403,Layup Shot
4031,16191,Jump Shot
4032,15571,Driving Layup Shot
4033,928,Layup Shot
4034,8545,Jump Shot
4035,4411,Jump Shot
4036,15011,Jump Shot
4037,25413,Jump Shot
4038,16540,Jump Shot
4039,9568,Jump Shot
4040,21627,Driving Layup Shot
4041,9953,Driving Layup Shot
4042,26105,Jump Shot
4043,14990,Jump Shot
4044,16129,Jump Shot
4045,27172,Jump Shot
4046,13237,Jump Shot
4047,18247,Jump Shot
4048,8847,Jump Shot
4049,12388,Jump Shot
4050,13621,Layup Shot
4051,3133,Jump Shot
4052,27846,Jump Shot
4053,28523,Jump Shot
4054,14161,Jump Shot
4055,27516,Jump Shot
4056,18941,Jump Shot
4057,19464,Jump Shot
4058,4470,Jump Shot
4059,2222,Jump Shot
4060,13628,Jump Shot
4061,13062,Jump Shot
4062,29000,Jump Shot
4063,9427,Jump Shot
4064,29534,Jump Shot
4065,22883,Jump Shot
4066,19164,Layup Shot
4067,18255,Jump Shot
4068,13745,Jump Shot
4069,9998,Jump Shot
4070,27646,Jump Shot
4071,2688,Jump Shot
4072,513,Jump Shot
4073,14234,Jump Shot
4074,12293,Jump Shot
4075,18408,Fadeaway Jump Shot
4076,10428,Jump Shot
4077,14300,Jump Shot
4078,12702,Jump Shot
4079,1902,Layup Shot
4080,25750,Jump Shot
4081,24002,Jump Shot
4082,23501,Jump Shot
4083,29301,Jump Shot
4084,12051,Jump Shot
4085,12539,Jump Shot
4086,1457,Jump Shot
4087,17867,Jump Shot
4088,8408,Jump Shot
4089,24624,Jump Shot
4090,29493,Layup Shot
4091,13371,Jump Shot
4092,17781,Jump Shot
4093,25513,Jump Shot
4094,12619,Jump Shot
4095,18758,Jump Shot
4096,22099,Jump Shot
4097,5562,Jump Shot
4098,4700,Driving Layup Shot
4099,7105,Jump Shot
4100,18131,Jump Shot
4101,3980,Jump Shot
4102,11176,Jump Shot
4103,6952,Jump Shot
4104,14402,Jump Shot
4105,13434,Driving Layup Shot
4106,5605,Jump Shot
4107,2956,Jump Shot
4108,27517,Jump Shot
4109,20565,Jump Shot
4110,5916,Jump Shot
4111,8629,Jump Shot
4112,22577,Jump Shot
4113,231,Jump Shot
4114,5502,Jump Shot
4115,9929,Jump Shot
4116,20506,Jump Shot
4117,10580,Layup Shot
4118,28335,Jump Shot
4119,2763,Jump Shot
4120,12433,Jump Bank Shot
4121,10060,Jump Shot
4122,28656,Jump Shot
4123,22790,Jump Shot
4124,23788,Jump Shot
4125,15962,Jump Shot
4126,23073,Jump Shot
4127,24293,Jump Bank Shot
4128,15422,Jump Shot
4129,11097,Jump Shot
4130,14737,Driving Layup Shot
4131,27759,Layup Shot
4132,4340,Jump Shot
4133,6129,Jump Shot
4134,27257,Jump Shot
4135,11207,Driving Layup Shot
4136,10342,Layup Shot
4137,14939,Jump Shot
4138,1337,Layup Shot
4139,9713,Layup Shot
4140,7347,Jump Shot
4141,1471,Jump Shot
4142,11509,Jump Shot
4143,4266,Jump Shot
4144,1643,Layup Shot
4145,22623,Jump Shot
4146,24401,Jump Shot
4147,3495,Jump Shot
4148,2363,Jump Shot
4149,4597,Jump Shot
4150,17567,Jump Shot
4151,25254,Jump Shot
4152,11984,Jump Shot
4153,2134,Jump Shot
4154,30597,Running Jump Shot
4155,22572,Jump Shot
4156,13602,Jump Shot
4157,24972,Driving Layup Shot
4158,15732,Jump Shot
4159,20822,Jump Shot
4160,19587,Layup Shot
4161,10192,Layup Shot
4162,25895,Jump Shot
4163,2486,Jump Shot
4164,28978,Layup Shot
4165,26629,Jump Shot
4166,28597,Jump Shot
4167,15704,Jump Shot
4168,11390,Layup Shot
4169,13554,Driving Layup Shot
4170,8605,Jump Shot
4171,17912,Jump Shot
4172,30123,Jump Shot
4173,28400,Jump Shot
4174,5750,Jump Shot
4175,14613,Jump Shot
4176,5972,Jump Shot
4177,10133,Jump Shot
4178,4348,Jump Shot
4179,5505,Jump Shot
4180,18099,Jump Shot
4181,3483,Jump Shot
4182,11286,Jump Shot
4183,10012,Jump Shot
4184,21366,Jump Shot
4185,753,Jump Shot
4186,22008,Jump Shot
4187,15102,Jump Shot
4188,9297,Jump Shot
4189,9367,Layup Shot
4190,27002,Layup Shot
4191,3549,Jump Shot
4192,27347,Slam Dunk Shot
4193,24817,Jump Shot
4194,15441,Jump Shot
4195,4451,Jump Shot
4196,17235,Layup Shot
4197,1148,Jump Shot
4198,22142,Jump Shot
4199,7482,Layup Shot
4200,26553,Jump Shot
4201,6626,Driving Layup Shot
4202,6658,Jump Shot
4203,14365,Jump Shot
4204,21087,Jump Shot
4205,23485,Jump Shot
4206,16248,Jump Shot
4207,10370,Jump Shot
4208,27790,Jump Shot
4209,15885,Layup Shot
4210,8635,Jump Shot
4211,11277,Jump Shot
4212,4221,Driving Layup Shot
4213,23008,Jump Shot
4214,17961,Jump Shot
4215,16690,Layup Shot
4216,21103,Jump Shot
4217,12828,Jump Shot
4218,13904,Layup Shot
4219,28772,Jump Shot
4220,16890,Jump Shot
4221,23107,Jump Shot
4222,29977,Jump Shot
4223,3712,Running Jump Shot
4224,21803,Jump Shot
4225,17556,Layup Shot
4226,11734,Jump Shot
4227,21095,Jump Shot
4228,3285,Jump Shot
4229,14146,Jump Shot
4230,4541,Jump Shot
4231,3659,Jump Shot
4232,5755,Jump Shot
4233,4772,Jump Shot
4234,23293,Jump Shot
4235,25665,Jump Shot
4236,24337,Jump Shot
4237,28787,Jump Shot
4238,7404,Jump Shot
4239,9292,Jump Shot
4240,6825,Driving Layup Shot
4241,14574,Jump Shot
4242,28292,Jump Shot
4243,9876,Driving Layup Shot
4244,28753,Jump Shot
4245,22252,Jump Shot
4246,9442,Driving Layup Shot
4247,1948,Jump Shot
4248,24319,Jump Shot
4249,25142,Jump Shot
4250,6633,Jump Shot
4251,5149,Jump Shot
4252,1613,Jump Shot
4253,20102,Jump Shot
4254,5115,Jump Shot
4255,25896,Jump Shot
4256,9724,Jump Shot
4257,15615,Jump Shot
4258,19229,Jump Shot
4259,1027,Jump Shot
4260,9255,Jump Shot
4261,24638,Jump Shot
4262,9162,Layup Shot
4263,4878,Jump Shot
4264,22273,Jump Shot
4265,4668,Jump Shot
4266,36,Jump Shot
4267,1731,Jump Shot
4268,25736,Driving Layup Shot
4269,21999,Jump Shot
4270,1472,Jump Shot
4271,7935,Driving Layup Shot
4272,24811,Jump Shot
4273,10183,Jump Shot
4274,23120,Jump Shot
4275,10546,Jump Shot
4276,1423,Jump Shot
